city,ptime,time_stamp,o3,wd,pm25,weekday,ws,weather,temp,clock_num,pm10,sd,co,so2,month,no2
太原,2016072819.0,1469736000,0.21428571428571427,11.0,0.08199999999999999,3,0.2,2,0.8333333333333334,72000,0.09875,0.4727272727272727,0.13035714626312256,0.044000000000000004,7,0.215
太原,2016072821.0,1469739600,0.07714285714285714,5.0,0.114,3,0.1,2,0.7833333333333333,75600,0.13125,0.6090909090909091,0.16249998978206093,0.038,7,0.41
太原,2016072821.0,1469743200,0.07714285714285714,5.0,0.114,3,0.1,2,0.7833333333333333,79200,0.13125,0.6090909090909091,0.16249998978206093,0.038,7,0.41
太原,2016072900.0,1469746800,0.04857142857142857,5.0,0.10800000000000001,3,0.1,3,0.7,82800,0.1425,0.7545454545454545,0.15000001021793907,0.057999999999999996,7,0.38
太原,2016072900.0,1469750400,0.04857142857142857,5.0,0.10800000000000001,4,0.1,3,0.7,0,0.1425,0.7545454545454545,0.15000001021793907,0.057999999999999996,7,0.38
太原,2016072900.0,1469754000,0.04857142857142857,5.0,0.10800000000000001,4,0.1,3,0.7,3600,0.1425,0.7545454545454545,0.15000001021793907,0.057999999999999996,7,0.38
太原,2016072902.0,1469757600,0.04857142857142857,9.0,0.11,4,0.1,2,0.6833333333333333,7200,0.14,0.8,0.13928570917674474,0.042,7,0.33
太原,2016072902.0,1469761200,0.04857142857142857,9.0,0.11,4,0.1,2,0.6833333333333333,10800,0.14,0.8,0.13928570917674474,0.042,7,0.33
太原,2016072902.0,1469764800,0.04857142857142857,9.0,0.11,4,0.1,2,0.6833333333333333,14400,0.14,0.8,0.13928570917674474,0.042,7,0.33
太原,2016072906.0,1469768400,0.03714285714285714,3.0,0.126,4,0.1,2,0.65,18000,0.165,0.8636363636363636,0.15178571428571427,0.04,7,0.275
太原,2016072906.0,1469772000,0.03714285714285714,3.0,0.126,4,0.1,2,0.65,21600,0.165,0.8636363636363636,0.15178571428571427,0.04,7,0.275
太原,2016072907.0,1469775600,0.03714285714285714,15.0,0.132,4,0.1,2,0.65,25200,0.17125,0.8727272727272727,0.16249998978206093,0.038,7,0.245
太原,2016072907.0,1469779200,0.03714285714285714,15.0,0.132,4,0.1,2,0.65,28800,0.17125,0.8727272727272727,0.16249998978206093,0.038,7,0.245
太原,2016072909.0,1469782800,0.08,11.0,0.128,4,0.1,2,0.7166666666666667,32400,0.175,0.7545454545454545,0.20357140472957067,0.04,7,0.23
太原,2016072909.0,1469786400,0.08,11.0,0.128,4,0.1,2,0.7166666666666667,36000,0.175,0.7545454545454545,0.20357140472957067,0.04,7,0.23
太原,2016072909.0,1469790000,0.08,11.0,0.128,4,0.1,2,0.7166666666666667,39600,0.175,0.7545454545454545,0.20357140472957067,0.04,7,0.23
太原,2016072909.0,1469793600,0.08,11.0,0.128,4,0.1,2,0.7166666666666667,43200,0.175,0.7545454545454545,0.20357140472957067,0.04,7,0.23
太原,2016072909.0,1469797200,0.08,11.0,0.128,4,0.1,2,0.7166666666666667,46800,0.175,0.7545454545454545,0.20357140472957067,0.04,7,0.23
太原,2016072909.0,1469800800,0.08,11.0,0.128,4,0.1,2,0.7166666666666667,50400,0.175,0.7545454545454545,0.20357140472957067,0.04,7,0.23
太原,2016072909.0,1469804400,0.08,11.0,0.128,4,0.1,2,0.7166666666666667,54000,0.175,0.7545454545454545,0.20357140472957067,0.04,7,0.23
太原,2016072909.0,1469808000,0.08,11.0,0.128,4,0.1,2,0.7166666666666667,57600,0.175,0.7545454545454545,0.20357140472957067,0.04,7,0.23
太原,2016073000.0,1469811600,0.18571428571428567,5.0,0.154,4,0.2,3,0.7833333333333333,61200,0.18,0.6272727272727273,0.16071428571428573,0.027999999999999997,7,0.135
太原,2016073000.0,1469815200,0.18571428571428567,5.0,0.154,4,0.2,3,0.7833333333333333,64800,0.18,0.6272727272727273,0.16071428571428573,0.027999999999999997,7,0.135
太原,2016073000.0,1469818800,0.18571428571428567,5.0,0.154,4,0.2,3,0.7833333333333333,68400,0.18,0.6272727272727273,0.16071428571428573,0.027999999999999997,7,0.135
太原,2016073000.0,1469822400,0.18571428571428567,5.0,0.154,4,0.2,3,0.7833333333333333,72000,0.18,0.6272727272727273,0.16071428571428573,0.027999999999999997,7,0.135
太原,2016073000.0,1469826000,0.18571428571428567,5.0,0.154,4,0.2,3,0.7833333333333333,75600,0.18,0.6272727272727273,0.16071428571428573,0.027999999999999997,7,0.135
太原,2016073000.0,1469829600,0.18571428571428567,5.0,0.154,4,0.2,3,0.7833333333333333,79200,0.18,0.6272727272727273,0.16071428571428573,0.027999999999999997,7,0.135
太原,2016073000.0,1469833200,0.18571428571428567,5.0,0.154,4,0.2,3,0.7833333333333333,82800,0.18,0.6272727272727273,0.16071428571428573,0.027999999999999997,7,0.135
太原,2016073000.0,1469836800,0.18571428571428567,5.0,0.154,5,0.2,3,0.7833333333333333,0,0.18,0.6272727272727273,0.16071428571428573,0.027999999999999997,7,0.135
太原,2016073000.0,1469840400,0.18571428571428567,5.0,0.154,5,0.2,3,0.7833333333333333,3600,0.18,0.6272727272727273,0.16071428571428573,0.027999999999999997,7,0.135
太原,2016073002.0,1469844000,0.17142857142857146,5.0,0.184,5,0.1,2,0.75,7200,0.2025,0.7272727272727273,0.15535713945116314,0.02,7,0.12
太原,2016073002.0,1469847600,0.17142857142857146,5.0,0.184,5,0.1,2,0.75,10800,0.2025,0.7272727272727273,0.15535713945116314,0.02,7,0.12
太原,2016073004.0,1469851200,0.11142857142857143,1.0,0.17600000000000002,5,0.2,2,0.7333333333333333,14400,0.1875,0.7363636363636363,0.15714284351893834,0.02,7,0.22
太原,2016073004.0,1469854800,0.11142857142857143,1.0,0.17600000000000002,5,0.2,2,0.7333333333333333,18000,0.1875,0.7363636363636363,0.15714284351893834,0.02,7,0.22
太原,2016073007.0,1469858400,0.057142857142857134,15.0,0.15,5,0.1,2,0.6833333333333333,21600,0.16125,0.8454545454545455,0.1857142789023263,0.024,7,0.255
太原,2016073007.0,1469862000,0.057142857142857134,15.0,0.15,5,0.1,2,0.6833333333333333,25200,0.16125,0.8454545454545455,0.1857142789023263,0.024,7,0.255
太原,2016073007.0,1469865600,0.057142857142857134,15.0,0.15,5,0.1,2,0.6833333333333333,28800,0.16125,0.8454545454545455,0.1857142789023263,0.024,7,0.255
太原,2016073007.0,1469869200,0.057142857142857134,15.0,0.15,5,0.1,2,0.6833333333333333,32400,0.16125,0.8454545454545455,0.1857142789023263,0.024,7,0.255
太原,2016073011.0,1469872800,0.19142857142857145,1.0,0.092,5,0.2,2,0.7833333333333333,36000,0.10875,0.5272727272727272,0.18750001702989846,0.022000000000000002,7,0.17
太原,2016073011.0,1469876400,0.19142857142857145,1.0,0.092,5,0.2,2,0.7833333333333333,39600,0.10875,0.5272727272727272,0.18750001702989846,0.022000000000000002,7,0.17
太原,2016073011.0,1469880000,0.19142857142857145,1.0,0.092,5,0.2,2,0.7833333333333333,43200,0.10875,0.5272727272727272,0.18750001702989846,0.022000000000000002,7,0.17
太原,2016073013.0,1469883600,0.3428571428571429,7.0,0.08,5,0.1,1,0.85,46800,0.09625,0.4909090909090909,0.14107143027441846,0.026000000000000002,7,0.11
太原,2016073013.0,1469887200,0.3428571428571429,7.0,0.08,5,0.1,1,0.85,50400,0.09625,0.4909090909090909,0.14107143027441846,0.026000000000000002,7,0.11
太原,2016073013.0,1469890800,0.3428571428571429,7.0,0.08,5,0.1,1,0.85,54000,0.09625,0.4909090909090909,0.14107143027441846,0.026000000000000002,7,0.11
太原,2016073017.0,1469894400,0.33714285714285713,9.0,0.048,5,0.1,2,0.9,57600,0.06375,0.3636363636363637,0.09464286054883683,0.018000000000000002,7,0.07
太原,2016073017.0,1469898000,0.33714285714285713,9.0,0.048,5,0.1,2,0.9,61200,0.06375,0.3636363636363637,0.09464286054883683,0.018000000000000002,7,0.07
太原,2016073018.0,1469901600,0.32285714285714284,9.0,0.054000000000000006,5,0.2,2,0.9,64800,0.07,0.3727272727272728,0.09821428571428573,0.02,7,0.09
太原,2016073018.0,1469905200,0.32285714285714284,9.0,0.054000000000000006,5,0.2,2,0.9,68400,0.07,0.3727272727272728,0.09821428571428573,0.02,7,0.09
太原,2016073018.0,1469908800,0.32285714285714284,9.0,0.054000000000000006,5,0.2,2,0.9,72000,0.07,0.3727272727272728,0.09821428571428573,0.02,7,0.09
太原,2016073018.0,1469912400,0.32285714285714284,9.0,0.054000000000000006,5,0.2,2,0.9,75600,0.07,0.3727272727272728,0.09821428571428573,0.02,7,0.09
太原,2016073100.0,1469916000,0.16285714285714287,5.0,0.07,5,0.2,3,0.75,79200,0.0975,0.5818181818181818,0.09999999829701016,0.048,7,0.125
太原,2016073100.0,1469919600,0.16285714285714287,5.0,0.07,5,0.2,3,0.75,82800,0.0975,0.5818181818181818,0.09999999829701016,0.048,7,0.125
太原,2016073100.0,1469923200,0.16285714285714287,5.0,0.07,6,0.2,3,0.75,0,0.0975,0.5818181818181818,0.09999999829701016,0.048,7,0.125
太原,2016073100.0,1469926800,0.16285714285714287,5.0,0.07,6,0.2,3,0.75,3600,0.0975,0.5818181818181818,0.09999999829701016,0.048,7,0.125
太原,2016073102.0,1469930400,0.2,3.0,0.054000000000000006,6,0.1,2,0.7166666666666667,7200,0.0775,0.6272727272727273,0.09642857313156128,0.022000000000000002,7,0.135
太原,2016073102.0,1469934000,0.2,3.0,0.054000000000000006,6,0.1,2,0.7166666666666667,10800,0.0775,0.6272727272727273,0.09642857313156128,0.022000000000000002,7,0.135
太原,2016073102.0,1469937600,0.2,3.0,0.054000000000000006,6,0.1,2,0.7166666666666667,14400,0.0775,0.6272727272727273,0.09642857313156128,0.022000000000000002,7,0.135
太原,2016073102.0,1469941200,0.2,3.0,0.054000000000000006,6,0.1,2,0.7166666666666667,18000,0.0775,0.6272727272727273,0.09642857313156128,0.022000000000000002,7,0.135
太原,2016073109.0,1469944800,0.10285714285714287,1.0,0.07,6,0.1,3,0.7166666666666667,21600,0.1,0.6727272727272727,0.14285714285714285,0.05,7,0.225
太原,2016073109.0,1469948400,0.10285714285714287,1.0,0.07,6,0.1,3,0.7166666666666667,25200,0.1,0.6727272727272727,0.14285714285714285,0.05,7,0.225
太原,2016073109.0,1469952000,0.10285714285714287,1.0,0.07,6,0.1,3,0.7166666666666667,28800,0.1,0.6727272727272727,0.14285714285714285,0.05,7,0.225
太原,2016073109.0,1469955600,0.10285714285714287,1.0,0.07,6,0.1,3,0.7166666666666667,32400,0.1,0.6727272727272727,0.14285714285714285,0.05,7,0.225
太原,2016073109.0,1469959200,0.10285714285714287,1.0,0.07,6,0.1,3,0.7166666666666667,36000,0.1,0.6727272727272727,0.14285714285714285,0.05,7,0.225
太原,2016073109.0,1469962800,0.10285714285714287,1.0,0.07,6,0.1,3,0.7166666666666667,39600,0.1,0.6727272727272727,0.14285714285714285,0.05,7,0.225
太原,2016073109.0,1469966400,0.10285714285714287,1.0,0.07,6,0.1,3,0.7166666666666667,43200,0.1,0.6727272727272727,0.14285714285714285,0.05,7,0.225
太原,2016073109.0,1469970000,0.10285714285714287,1.0,0.07,6,0.1,3,0.7166666666666667,46800,0.1,0.6727272727272727,0.14285714285714285,0.05,7,0.225
太原,2016073109.0,1469973600,0.10285714285714287,1.0,0.07,6,0.1,3,0.7166666666666667,50400,0.1,0.6727272727272727,0.14285714285714285,0.05,7,0.225
太原,2016073120.0,1469977200,0.3142857142857143,9.0,0.114,6,0.2,3,0.8333333333333334,54000,0.13875,0.5636363636363636,0.13571428401129584,0.046,7,0.145
太原,2016073120.0,1469980800,0.3142857142857143,9.0,0.114,6,0.2,3,0.8333333333333334,57600,0.13875,0.5636363636363636,0.13571428401129584,0.046,7,0.145
太原,2016073120.0,1469984400,0.3142857142857143,9.0,0.114,6,0.2,3,0.8333333333333334,61200,0.13875,0.5636363636363636,0.13571428401129584,0.046,7,0.145
太原,2016073120.0,1469988000,0.3142857142857143,9.0,0.114,6,0.2,3,0.8333333333333334,64800,0.13875,0.5636363636363636,0.13571428401129584,0.046,7,0.145
太原,2016073120.0,1469991600,0.3142857142857143,9.0,0.114,6,0.2,3,0.8333333333333334,68400,0.13875,0.5636363636363636,0.13571428401129584,0.046,7,0.145
太原,2016073120.0,1469995200,0.3142857142857143,9.0,0.114,6,0.2,3,0.8333333333333334,72000,0.13875,0.5636363636363636,0.13571428401129584,0.046,7,0.145
太原,2016073121.0,1469998800,0.27714285714285714,9.0,0.142,6,0.1,3,0.8,75600,0.17,0.6272727272727273,0.15357143538338794,0.044000000000000004,7,0.17
太原,2016073122.0,1470002400,0.21428571428571427,9.0,0.132,6,0.2,2,0.7833333333333333,79200,0.1525,0.6545454545454545,0.15535713945116314,0.046,7,0.185
太原,2016073122.0,1470006000,0.21428571428571427,9.0,0.132,6,0.2,2,0.7833333333333333,82800,0.1525,0.6545454545454545,0.15535713945116314,0.046,7,0.185
太原,2016073122.0,1470009600,0.21428571428571427,9.0,0.132,0,0.2,2,0.7833333333333333,0,0.1525,0.6545454545454545,0.15535713945116314,0.046,8,0.185
太原,2016073122.0,1470013200,0.21428571428571427,9.0,0.132,0,0.2,2,0.7833333333333333,3600,0.1525,0.6545454545454545,0.15535713945116314,0.046,8,0.185
太原,2016080104.0,1470016800,0.051428571428571435,5.0,0.102,0,0.1,3,0.7166666666666667,7200,0.115,0.7727272727272727,0.11964285373687746,0.027999999999999997,8,0.195
太原,2016080104.0,1470020400,0.051428571428571435,5.0,0.102,0,0.1,3,0.7166666666666667,10800,0.115,0.7727272727272727,0.11964285373687746,0.027999999999999997,8,0.195
太原,2016080104.0,1470024000,0.051428571428571435,5.0,0.102,0,0.1,3,0.7166666666666667,14400,0.115,0.7727272727272727,0.11964285373687746,0.027999999999999997,8,0.195
太原,2016080104.0,1470027600,0.051428571428571435,5.0,0.102,0,0.1,3,0.7166666666666667,18000,0.115,0.7727272727272727,0.11964285373687746,0.027999999999999997,8,0.195
太原,2016080106.0,1470031200,0.03428571428571429,1.0,0.10800000000000001,0,0.0,3,0.7,21600,0.115,0.8363636363636363,0.1196428622518267,0.026000000000000002,8,0.195
太原,2016080106.0,1470034800,0.03428571428571429,1.0,0.10800000000000001,0,0.0,3,0.7,25200,0.115,0.8363636363636363,0.1196428622518267,0.026000000000000002,8,0.195
太原,2016080108.0,1470038400,0.057142857142857134,9.0,0.13,0,0.1,3,0.7,28800,0.13875,0.8636363636363636,0.13928571769169398,0.032,8,0.2
太原,2016080108.0,1470042000,0.057142857142857134,9.0,0.13,0,0.1,3,0.7,32400,0.13875,0.8636363636363636,0.13928571769169398,0.032,8,0.2
太原,2016080108.0,1470045600,0.057142857142857134,9.0,0.13,0,0.1,3,0.7,36000,0.13875,0.8636363636363636,0.13928571769169398,0.032,8,0.2
太原,2016080108.0,1470049200,0.057142857142857134,9.0,0.13,0,0.1,3,0.7,39600,0.13875,0.8636363636363636,0.13928571769169398,0.032,8,0.2
太原,2016080108.0,1470052800,0.057142857142857134,9.0,0.13,0,0.1,3,0.7,43200,0.13875,0.8636363636363636,0.13928571769169398,0.032,8,0.2
太原,2016080108.0,1470056400,0.057142857142857134,9.0,0.13,0,0.1,3,0.7,46800,0.13875,0.8636363636363636,0.13928571769169398,0.032,8,0.2
太原,2016080118.0,1470060000,0.2457142857142857,7.0,0.052000000000000005,0,0.2,3,0.85,50400,0.07,0.4818181818181818,0.08571428060531616,0.016,8,0.09
太原,2016080118.0,1470063600,0.2457142857142857,7.0,0.052000000000000005,0,0.2,3,0.85,54000,0.07,0.4818181818181818,0.08571428060531616,0.016,8,0.09
太原,2016080118.0,1470067200,0.2457142857142857,7.0,0.052000000000000005,0,0.2,3,0.85,57600,0.07,0.4818181818181818,0.08571428060531616,0.016,8,0.09
太原,2016080118.0,1470070800,0.2457142857142857,7.0,0.052000000000000005,0,0.2,3,0.85,61200,0.07,0.4818181818181818,0.08571428060531616,0.016,8,0.09
太原,2016080118.0,1470074400,0.2457142857142857,7.0,0.052000000000000005,0,0.2,3,0.85,64800,0.07,0.4818181818181818,0.08571428060531616,0.016,8,0.09
太原,2016080119.0,1470078000,0.23142857142857146,7.0,0.046,0,0.2,3,0.8333333333333334,68400,0.055,0.4818181818181818,0.08750000170298985,0.016,8,0.095
太原,2016080120.0,1470081600,0.17142857142857146,15.0,0.048,0,0.2,3,0.6666666666666666,72000,0.06125,0.8363636363636363,0.10892856972558156,0.016,8,0.175
太原,2016080120.0,1470085200,0.17142857142857146,15.0,0.048,0,0.2,3,0.6666666666666666,75600,0.06125,0.8363636363636363,0.10892856972558156,0.016,8,0.175
太原,2016080122.0,1470088800,0.12571428571428572,9.0,0.054000000000000006,0,0.2,3,0.6833333333333333,79200,0.07125,0.8181818181818182,0.11785714115415301,0.018000000000000002,8,0.185
太原,2016080122.0,1470092400,0.12571428571428572,9.0,0.054000000000000006,0,0.2,3,0.6833333333333333,82800,0.07125,0.8181818181818182,0.11785714115415301,0.018000000000000002,8,0.185
太原,2016080122.0,1470096000,0.12571428571428572,9.0,0.054000000000000006,1,0.2,3,0.6833333333333333,0,0.07125,0.8181818181818182,0.11785714115415301,0.018000000000000002,8,0.185
太原,2016080122.0,1470099600,0.12571428571428572,9.0,0.054000000000000006,1,0.2,3,0.6833333333333333,3600,0.07125,0.8181818181818182,0.11785714115415301,0.018000000000000002,8,0.185
太原,2016080122.0,1470103200,0.12571428571428572,9.0,0.054000000000000006,1,0.2,3,0.6833333333333333,7200,0.07125,0.8181818181818182,0.11785714115415301,0.018000000000000002,8,0.185
太原,2016080207.0,1470106800,0.057142857142857134,1.0,0.07,1,0.2,2,0.7,10800,0.07375,0.7181818181818181,0.10892856972558156,0.024,8,0.19
太原,2016080207.0,1470110400,0.057142857142857134,1.0,0.07,1,0.2,2,0.7,14400,0.07375,0.7181818181818181,0.10892856972558156,0.024,8,0.19
太原,2016080207.0,1470114000,0.057142857142857134,1.0,0.07,1,0.2,2,0.7,18000,0.07375,0.7181818181818181,0.10892856972558156,0.024,8,0.19
太原,2016080207.0,1470117600,0.057142857142857134,1.0,0.07,1,0.2,2,0.7,21600,0.07375,0.7181818181818181,0.10892856972558156,0.024,8,0.19
太原,2016080207.0,1470121200,0.057142857142857134,1.0,0.07,1,0.2,2,0.7,25200,0.07375,0.7181818181818181,0.10892856972558156,0.024,8,0.19
太原,2016080207.0,1470124800,0.057142857142857134,1.0,0.07,1,0.2,2,0.7,28800,0.07375,0.7181818181818181,0.10892856972558156,0.024,8,0.19
太原,2016080209.0,1470128400,0.11142857142857143,1.0,0.064,1,0.2,2,0.7166666666666667,32400,0.0725,0.7,0.116326527936118,0.026000000000000002,8,0.155
太原,2016080209.0,1470132000,0.11142857142857143,1.0,0.064,1,0.2,2,0.7166666666666667,36000,0.0725,0.7,0.116326527936118,0.026000000000000002,8,0.155
太原,2016080209.0,1470135600,0.11142857142857143,1.0,0.064,1,0.2,2,0.7166666666666667,39600,0.0725,0.7,0.116326527936118,0.026000000000000002,8,0.155
太原,2016080209.0,1470139200,0.11142857142857143,1.0,0.064,1,0.2,2,0.7166666666666667,43200,0.0725,0.7,0.116326527936118,0.026000000000000002,8,0.155
太原,2016080209.0,1470142800,0.11142857142857143,1.0,0.064,1,0.2,2,0.7166666666666667,46800,0.0725,0.7,0.116326527936118,0.026000000000000002,8,0.155
太原,2016080209.0,1470146400,0.11142857142857143,1.0,0.064,1,0.2,2,0.7166666666666667,50400,0.0725,0.7,0.116326527936118,0.026000000000000002,8,0.155
太原,2016080219.0,1470150000,0.31142857142857144,5.0,0.068,1,0.2,2,0.8166666666666667,54000,0.065,0.4545454545454545,0.11607142857142858,0.02,8,0.105
太原,2016080219.0,1470153600,0.31142857142857144,5.0,0.068,1,0.2,2,0.8166666666666667,57600,0.065,0.4545454545454545,0.11607142857142858,0.02,8,0.105
太原,2016080219.0,1470157200,0.31142857142857144,5.0,0.068,1,0.2,2,0.8166666666666667,61200,0.065,0.4545454545454545,0.11607142857142858,0.02,8,0.105
太原,2016080219.0,1470160800,0.31142857142857144,5.0,0.068,1,0.2,2,0.8166666666666667,64800,0.065,0.4545454545454545,0.11607142857142858,0.02,8,0.105
太原,2016080219.0,1470164400,0.31142857142857144,5.0,0.068,1,0.2,2,0.8166666666666667,68400,0.065,0.4545454545454545,0.11607142857142858,0.02,8,0.105
太原,2016080219.0,1470168000,0.31142857142857144,5.0,0.068,1,0.2,2,0.8166666666666667,72000,0.065,0.4545454545454545,0.11607142857142858,0.02,8,0.105
太原,2016080219.0,1470171600,0.31142857142857144,5.0,0.068,1,0.2,2,0.8166666666666667,75600,0.065,0.4545454545454545,0.11607142857142858,0.02,8,0.105
太原,2016080219.0,1470175200,0.31142857142857144,5.0,0.068,1,0.2,2,0.8166666666666667,79200,0.065,0.4545454545454545,0.11607142857142858,0.02,8,0.105
太原,2016080301.0,1470178800,0.26285714285714284,1.0,0.084,1,0.2,2,0.7333333333333333,82800,0.095,0.6818181818181818,0.13035714626312256,0.027999999999999997,8,0.11
太原,2016080301.0,1470182400,0.26285714285714284,1.0,0.084,2,0.2,2,0.7333333333333333,0,0.095,0.6818181818181818,0.13035714626312256,0.027999999999999997,8,0.11
太原,2016080301.0,1470186000,0.26285714285714284,1.0,0.084,2,0.2,2,0.7333333333333333,3600,0.095,0.6818181818181818,0.13035714626312256,0.027999999999999997,8,0.11
太原,2016080302.0,1470189600,0.23142857142857146,3.0,0.09,2,0.1,2,0.7166666666666667,7200,0.0975,0.6909090909090909,0.13214285884584706,0.032,8,0.13
太原,2016080302.0,1470193200,0.23142857142857146,3.0,0.09,2,0.1,2,0.7166666666666667,10800,0.0975,0.6909090909090909,0.13214285884584706,0.032,8,0.13
太原,2016080304.0,1470196800,0.21714285714285714,1.0,0.096,2,0.1,2,0.7166666666666667,14400,0.1,0.7181818181818181,0.1267857210976737,0.036000000000000004,8,0.11
太原,2016080304.0,1470200400,0.21714285714285714,1.0,0.096,2,0.1,2,0.7166666666666667,18000,0.1,0.7181818181818181,0.1267857210976737,0.036000000000000004,8,0.11
太原,2016080307.0,1470204000,0.13428571428571429,3.0,0.078,2,0.1,2,0.6833333333333333,21600,0.085,0.8181818181818182,0.11785714966910225,0.024,8,0.2
太原,2016080307.0,1470207600,0.13428571428571429,3.0,0.078,2,0.1,2,0.6833333333333333,25200,0.085,0.8181818181818182,0.11785714966910225,0.024,8,0.2
太原,2016080308.0,1470211200,0.14285714285714285,3.0,0.07200000000000001,2,0.1,2,0.6833333333333333,28800,0.0825,0.7545454545454545,0.11964285373687746,0.026000000000000002,8,0.21
太原,2016080309.0,1470214800,0.19714285714285715,1.0,0.068,2,0.1,2,0.7166666666666667,32400,0.0775,0.7181818181818181,0.11607142857142858,0.026000000000000002,8,0.16
太原,2016080310.0,1470218400,0.26857142857142857,15.0,0.064,2,0.1,2,0.7666666666666667,36000,0.09125,0.5454545454545454,0.1125000034059797,0.027999999999999997,8,0.12
太原,2016080310.0,1470222000,0.26857142857142857,15.0,0.064,2,0.1,2,0.7666666666666667,39600,0.09125,0.5454545454545454,0.1125000034059797,0.027999999999999997,8,0.12
太原,2016080312.0,1470225600,0.3457142857142857,11.0,0.05,2,0.1,2,0.7666666666666667,43200,0.08,0.5818181818181818,0.10892857824053084,0.024,8,0.085
太原,2016080313.0,1470229200,0.3657142857142857,9.0,0.062,2,0.2,2,0.7833333333333333,46800,0.06875,0.5363636363636364,0.09642857313156128,0.022000000000000002,8,0.065
太原,2016080314.0,1470232800,0.3742857142857143,11.0,0.057999999999999996,2,0.1,2,0.8,50400,0.0625,0.4818181818181818,0.09821428571428573,0.022000000000000002,8,0.06
太原,2016080314.0,1470236400,0.3742857142857143,11.0,0.057999999999999996,2,0.1,2,0.8,54000,0.0625,0.4818181818181818,0.09821428571428573,0.022000000000000002,8,0.06
太原,2016080317.0,1470240000,0.3342857142857143,5.0,0.05,2,0.3,2,0.8333333333333334,57600,0.05625,0.4090909090909091,0.0821428554398673,0.018000000000000002,8,0.075
太原,2016080317.0,1470243600,0.3342857142857143,5.0,0.05,2,0.3,2,0.8333333333333334,61200,0.05625,0.4090909090909091,0.0821428554398673,0.018000000000000002,8,0.075
太原,2016080318.0,1470247200,0.3171428571428571,3.0,0.055999999999999994,2,0.2,2,0.8333333333333334,64800,0.065,0.4363636363636363,0.08928571428571429,0.018000000000000002,8,0.09
太原,2016080318.0,1470250800,0.3171428571428571,3.0,0.055999999999999994,2,0.2,2,0.8333333333333334,68400,0.065,0.4363636363636363,0.08928571428571429,0.018000000000000002,8,0.09
太原,2016080318.0,1470254400,0.3171428571428571,3.0,0.055999999999999994,2,0.2,2,0.8333333333333334,72000,0.065,0.4363636363636363,0.08928571428571429,0.018000000000000002,8,0.09
太原,2016080322.0,1470258000,0.2714285714285714,3.0,0.092,2,0.2,1,0.75,75600,0.1025,0.5818181818181818,0.10892857824053084,0.024,8,0.12
太原,2016080322.0,1470261600,0.2714285714285714,3.0,0.092,2,0.2,1,0.75,79200,0.1025,0.5818181818181818,0.10892857824053084,0.024,8,0.12
太原,2016080323.0,1470265200,0.2285714285714285,5.0,0.096,2,0.1,1,0.7333333333333333,82800,0.11125,0.6181818181818182,0.11428571598870416,0.03,8,0.15
太原,2016080400.0,1470268800,0.22,3.0,0.08199999999999999,3,0.2,1,0.7166666666666667,0,0.09875,0.6636363636363637,0.11249999489103044,0.032,8,0.15
太原,2016080400.0,1470272400,0.22,3.0,0.08199999999999999,3,0.2,1,0.7166666666666667,3600,0.09875,0.6636363636363637,0.11249999489103044,0.032,8,0.15
太原,2016080402.0,1470276000,0.14285714285714285,9.0,0.07400000000000001,3,0.1,2,0.6666666666666666,7200,0.095,0.8181818181818182,0.1071428656578064,0.032,8,0.22
太原,2016080402.0,1470279600,0.14285714285714285,9.0,0.07400000000000001,3,0.1,2,0.6666666666666666,10800,0.095,0.8181818181818182,0.1071428656578064,0.032,8,0.22
太原,2016080405.0,1470283200,0.08857142857142856,3.0,0.076,3,0.1,2,0.65,14400,0.1,0.8545454545454545,0.1125000034059797,0.022000000000000002,8,0.27
太原,2016080405.0,1470286800,0.08857142857142856,3.0,0.076,3,0.1,2,0.65,18000,0.1,0.8545454545454545,0.1125000034059797,0.022000000000000002,8,0.27
太原,2016080406.0,1470290400,0.08857142857142856,1.0,0.08,3,0.1,2,0.65,21600,0.09625,0.8545454545454545,0.11607142857142858,0.024,8,0.235
太原,2016080407.0,1470294000,0.08,15.0,0.078,3,0.1,2,0.65,25200,0.09875,0.8454545454545455,0.125,0.024,8,0.24
太原,2016080407.0,1470297600,0.08,15.0,0.078,3,0.1,2,0.65,28800,0.09875,0.8454545454545455,0.125,0.024,8,0.24
太原,2016080410.0,1470301200,0.2571428571428571,1.0,0.07400000000000001,3,0.2,2,0.7333333333333333,32400,0.09,0.6,0.14107142175946916,0.032,8,0.165
太原,2016080410.0,1470304800,0.2571428571428571,1.0,0.07400000000000001,3,0.2,2,0.7333333333333333,36000,0.09,0.6,0.14107142175946916,0.032,8,0.165
太原,2016080410.0,1470308400,0.2571428571428571,1.0,0.07400000000000001,3,0.2,2,0.7333333333333333,39600,0.09,0.6,0.14107142175946916,0.032,8,0.165
太原,2016080410.0,1470312000,0.2571428571428571,1.0,0.07400000000000001,3,0.2,2,0.7333333333333333,43200,0.09,0.6,0.14107142175946916,0.032,8,0.165
太原,2016080410.0,1470315600,0.2571428571428571,1.0,0.07400000000000001,3,0.2,2,0.7333333333333333,46800,0.09,0.6,0.14107142175946916,0.032,8,0.165
太原,2016080416.0,1470319200,0.38,3.0,0.054000000000000006,3,0.2,3,0.8166666666666667,50400,0.06,0.4545454545454545,0.11249999489103044,0.022000000000000002,8,0.075
