pred_time_step,pm25_mae,pm25_rmse,pm25_r2,pm25_smape,pm10_mae,pm10_rmse,pm10_r2,pm10_smape,so2_mae,so2_rmse,so2_r2,so2_smape,co_mae,co_rmse,co_r2,co_smape,no2_mae,no2_rmse,no2_r2,no2_smape,o3_mae,o3_rmse,o3_r2,o3_smape
11,25.129390330735376,37.449558193333,0.3604749708152286,0.4344998486150794,38.62442037599227,56.732564428566505,0.4051432495257946,0.30481235000840473,17.58162337639402,27.687949011458556,-0.3231070916887002,0.6159182533277244,0.33488949703293686,0.48234970345737116,0.3105698822165278,0.31486374551672974,15.727376056474798,21.09969519095284,0.39608782672321363,0.34500933507911596,21.244188419918803,29.09623186964763,0.7151469045962529,0.5347437657112976
12,26.09737654915978,39.15516897740404,0.3009043357111665,0.44671728684800915,40.07440055925706,58.57363429414134,0.3658630745679621,0.3142810185228163,18.423256810714218,29.165389426463985,-0.4680278832014815,0.6308145640860918,0.34917382512899003,0.5049863893107234,0.24433454810498967,0.3246049729026579,16.138626547210357,21.61653455995883,0.3661638588692201,0.3526729472624475,21.478266172487945,29.33258753462399,0.7105047689072022,0.547491192042632
13,27.090840981792002,40.54173077057216,0.2505263457939987,0.46263678963608396,41.657534046060896,60.74456611862739,0.31791372977339716,0.32445794034381664,18.31716654490548,28.867259002368325,-0.43812181712595755,0.6324365456450076,0.3632441565096378,0.5224397841863244,0.1911614250471142,0.3366476384813266,16.346798099125134,21.962895481672128,0.34571497275576435,0.35692410212543174,21.44865469882769,29.270889622230776,0.711713267580905,0.5458313836736446
14,28.126537438616158,42.13931619592017,0.19030139884678976,0.4780411871142336,43.223369128563824,62.83832820192789,0.2700294014173992,0.337537488161449,19.182085972316123,30.2421754024684,-0.5783187743606069,0.6537080030060746,0.37697563495180186,0.5468503428153675,0.11378919364252948,0.34897836386913994,16.832578597608734,22.660930768593477,0.3034918108472303,0.36647071526107483,21.758368078805944,29.550017563538496,0.7061771270823227,0.5551057144896056
15,29.352552965875933,43.8987311850228,0.12135248059080428,0.49852051751622917,44.954107120485865,65.04425914315995,0.21783450672629656,0.3501182369681862,19.26417002880924,30.354639883765888,-0.5900051790936742,0.6610912790561264,0.38359736359557683,0.5538330998212566,0.09106029394505288,0.3535225640480292,17.13009394418492,23.012995194812525,0.2817468137392395,0.37098011373708695,21.882130573369125,29.596239872486333,0.7052527303149988,0.5478775814412858
16,30.198130204018426,44.75909399218682,0.08666137131069096,0.5073248337668194,45.8529261079115,66.01810905078543,0.19420276700029449,0.35783415091681575,19.54340356128356,31.02039425130641,-0.6604381383510187,0.660608103137822,0.3940482420496204,0.5684272568892454,0.04257613623855383,0.36283057918117645,17.4339280973182,23.41406458483126,0.2565608295522376,0.37632881682050356,21.926579970575432,29.53203715698697,0.7065256622369063,0.5583530346423858
17,31.07988570497667,45.859959992217384,0.041277059297512686,0.5213040943253124,47.62042459204618,67.9315748581874,0.14678111953866047,0.37037627330836537,19.71637460440134,31.07085645649787,-0.6657669070054746,0.6642610653957725,0.40583645740019925,0.5832920239988673,-0.008100280040273633,0.37017057698251604,17.552904112619512,23.549659325944315,0.2479767363338311,0.37743986351520137,21.987382829320783,29.52590047625877,0.7066449856248587,0.5635076843574097
18,31.560831824186533,46.33563890017905,0.02137656365058993,0.5273282410512327,48.748557485776786,69.3369714095276,0.11091703942047959,0.377702079032347,19.542197698352968,30.813674955212328,-0.6382357656137507,0.6644289539509822,0.4160397530259455,0.5970256426186066,-0.05613060778247103,0.3786814557482384,17.709549097145306,23.695014828488265,0.23870701680620143,0.3778138356384742,21.833855171191342,29.39852256738454,0.7091730905915454,0.5642278750525901
19,32.60301818698119,47.46128660456981,-0.0266711306897236,0.5412278655167225,49.921791467610525,70.69506250639691,0.07552433793582491,0.3882113808987659,20.23787984740208,32.11257807942998,-0.7791990532822151,0.6768931725827171,0.42261634889069727,0.6035739412066057,-0.07942537216934342,0.38294163338432313,17.907498763273743,23.905881599006975,0.22513127934889954,0.38207241049655954,21.68456574504954,29.314163801630773,0.7108453417761266,0.5690206321760308
20,33.31899884098067,48.316361264391055,-0.06392975403703804,0.5512527913782389,51.52111208713756,72.7814671538912,0.019905047147233512,0.3969448682263365,20.26134414938969,32.02950177209575,-0.7699432558154264,0.6745286161210574,0.42560649081538704,0.6054549180889698,-0.08616369455172368,0.38179617850645753,18.066039070494035,24.122075817772664,0.21107628000631307,0.3834293904081167,21.52143586186276,29.176097502098926,0.713572762003253,0.5612053884703614
21,34.01062792482446,49.23379045715472,-0.10466246586740224,0.5575230183914082,52.4495332958558,74.07933868063176,-0.01572147990524475,0.40474719562693257,20.70024944323652,32.73457951442395,-0.8486826579140652,0.6833621376588075,0.42927512610572227,0.610095604240927,-0.10287794371962855,0.38328088083349665,18.210117474962683,24.307541596035083,0.1988906814744491,0.38549400625007224,21.550747785610312,29.269225612353186,0.7117617228341064,0.5627598897616078
22,34.390348367768176,49.80829816105772,-0.13054018506907172,0.5612751451729525,53.25834357620688,75.27932148703508,-0.0492742508652706,0.40582105947335595,21.069344647207682,33.25892929790365,-0.908359936140428,0.6899719089596302,0.43393034692020976,0.6174153422314552,-0.12950067258032205,0.38504214765146993,18.465579270517125,24.58977085668718,0.18007938782988686,0.3877848852940466,21.437215356612906,29.213230404263438,0.7128786983780144,0.5572565907416529
23,34.614373337608924,49.970818173709816,-0.13786849990923722,0.5612023300095239,54.031516050507044,75.94443723134152,-0.06826690294321724,0.4100029726133748,21.601294418887182,33.96411876545051,-0.9901077606933328,0.6963532552040619,0.4384320839367369,0.6241075273891508,-0.15411876127114477,0.3874140123872968,18.75054346151913,25.020940881016834,0.1509821623990295,0.39185929013757914,21.658841953800007,29.558495617196748,0.706065341321021,0.5641382772449023
24,35.19189746536578,50.704570009208055,-0.17146021055436256,0.5665852067458251,54.62284138864629,76.94449757050145,-0.097035974693505,0.4116882660587718,21.73780785335951,34.06092839490353,-1.0014013650687006,0.6957543609334041,0.4468530600605642,0.6347072950958177,-0.19368999166680667,0.39335069990416255,18.826081509421854,25.154904769872896,0.14180940021039912,0.39232541267030224,21.82337394670879,29.76181769090782,0.7020059372692875,0.571183143334981
25,35.66960179330321,51.39029020997281,-0.2032882197420398,0.5698616016635383,55.09763482402353,77.68002950015435,-0.11857233649366017,0.4139777929105967,21.928553476932294,34.252572513610204,-1.0239051589457975,0.700758185039543,0.45295377336058984,0.6459666719829623,-0.23645327606615396,0.3962423030159785,19.077228365421295,25.517053559377793,0.11687782322061813,0.39538553767863954,21.73607267577508,29.680575591139227,0.7036241781469341,0.5743400549547936
26,36.1524179694337,51.80329021684348,-0.22264491728241587,0.5782958725893301,56.21560685895471,79.33544249280091,-0.16722232128491044,0.41980433176020665,21.637174478732486,33.70404911537074,-0.9595510138868928,0.6955151285675437,0.4653306425555664,0.6645489261998747,-0.30861353419419957,0.4036350754505043,19.19078236384953,25.54746298860632,0.11475486555862802,0.3980127989903629,22.01675709241979,30.024237300486988,0.6967112488674484,0.5800232079165875
27,36.601890010483125,52.33893399109101,-0.24801347798736595,0.5835662024292052,56.853790893162,80.268407222415,-0.19531847646209943,0.42548426047490084,21.631188419236857,33.42397314302676,-0.9270804016552214,0.6938397565631581,0.4707383857334361,0.6739153717162967,-0.3457924824366245,0.4075811984301959,19.32544761946622,25.67911640422812,0.10565598291130052,0.40041722026167953,21.942315354862632,29.99841312025001,0.697223480950004,0.5704389144834748
28,37.14469955023071,52.83411691368534,-0.27169309684612974,0.5918662284877791,57.52321223932154,80.86409318017706,-0.21360400334789298,0.4288428888677106,22.081182474809534,33.7582942586081,-0.9657728167970749,0.7069874199092859,0.4755312923377051,0.6788712216006708,-0.36561807317339334,0.41134774633994164,19.49152155491885,25.798244346077617,0.09741838073483622,0.4040446342057894,21.99302423064849,30.093742018958107,0.6952828693467705,0.5685709546686759
29,37.837397944127815,53.47521187940113,-0.3026898605371333,0.6028284043135667,57.97900992012024,81.1392624587914,-0.22238682998819437,0.43249505565982094,22.32256762125913,33.81520836952167,-0.9723670762678325,0.7130933238951205,0.4805886473322616,0.6847540678527959,-0.38938850129305247,0.41455387030270274,19.458543443343217,25.724338261336474,0.1026613615326214,0.40409385503571144,22.061548688180306,30.249890052407395,0.6921006519327039,0.5715390144885554
30,38.23839923303618,53.80008965993731,-0.3185277078604756,0.6069246184600163,58.41894381023856,81.37384057546018,-0.23023648537404373,0.43487433129309333,21.88305780357473,32.801777445573066,-0.8558585597278945,0.7110836410597249,0.48530893760393645,0.6860169272557091,-0.3945302928208996,0.419553748244697,19.466397538409513,25.689851577448877,0.10515851114047803,0.4032713980537504,22.26037173713656,30.36826479614751,0.689681927183577,0.5696067240590945
31,38.65682871689516,54.306985984803134,-0.34345883931891064,0.6115785306395597,58.90681514908286,81.80507091858438,-0.24409434040606492,0.43904390750832933,22.14301705050293,33.05569432456872,-0.8846525369603184,0.7195363318884629,0.49265233869061753,0.6933081849182365,-0.424331055422549,0.42602398119360213,19.562445757262847,25.792040871702966,0.09811158480535132,0.40510979128672303,22.41514385981069,30.534341169611036,0.6862746265042471,0.5783836904071856
32,39.09421310315938,54.6577292601152,-0.3608634557924191,0.6171339211842892,59.38163376025592,82.0548232974051,-0.25263341557148067,0.4420273382864602,22.250447944782238,33.12634703915831,-0.8926609500970437,0.7209630150652272,0.49940789484539455,0.7009867193807349,-0.45601946423137285,0.43056156785051286,19.67916114507002,25.94490841973603,0.08746883528015093,0.40685332169877575,22.619372602013982,30.880809391528793,0.6790912385945875,0.5845390400050356
33,39.23767025964575,54.838932826775284,-0.37005621804132627,0.6229682203991077,59.54883941504534,81.86389279138412,-0.24778219297488246,0.4425243386355203,22.446719385248773,33.25187931121256,-0.9069707961996347,0.7240710799654022,0.5047693945734817,0.7049439165207593,-0.4724686193259324,0.4346111765687021,19.792185457075345,26.142631042282968,0.07356622542219893,0.40918609526816846,22.95496468607161,31.238297058043297,0.6715599094292236,0.5859647239083091
34,39.45779812337721,55.04165952904926,-0.38036450783582687,0.625317342345213,60.05292148612527,82.25545808707939,-0.2607524981597935,0.4466924213738549,22.95891067610769,34.100179279025156,-1.0054456741362352,0.741147527068619,0.5077942806289476,0.7075693408059851,-0.48342038282258293,0.4369483223728199,19.791975203528125,26.194005705531602,0.06995614631519553,0.4089828046670291,23.263578927434544,31.60994650528303,0.6636374482817774,0.6040083158047839
35,39.941835412796806,55.580694047344785,-0.40748618950724214,0.6279987894693841,60.737524335973404,82.84235125271175,-0.27943738502102033,0.45125758951358586,22.959896247513154,34.57574985678052,-1.0617056107696494,0.7395141939261168,0.5084366767257452,0.7106190620202565,-0.49623543265883563,0.4377105182900416,19.760056316291585,26.25959737413811,0.06529792324033112,0.4091073504252668,23.5419866685039,31.99080839036511,0.6553732445339003,0.6173469054336774
36,40.132047816360696,55.72919311646951,-0.414950398600735,0.6301726217943494,61.19280087330762,83.32359101438203,-0.2949441237035555,0.4528230638506197,23.905804312695476,35.75556609342982,-1.2047210205693872,0.7531468154562682,0.5118759193131153,0.715967989616808,-0.5188103821124261,0.4407443063674062,20.093492722353513,26.79936199844796,0.02647750342939037,0.41465507060683615,23.56539448430433,32.101196526357214,0.6528805553524506,0.6069475717423083
37,40.414490867972376,56.125510529423345,-0.4350751634855712,0.6322169440518892,61.702561751281515,84.21505343308131,-0.3234633329844865,0.4565229283647405,24.10450073874172,36.54208568127376,-1.3026441698927766,0.7579357504683677,0.5195255111140363,0.7294382119641635,-0.5764150545107845,0.4445490440537974,20.219567335128783,27.05712021818788,0.007674979827092088,0.4163375112803653,23.76685886318631,32.39949791392892,0.6462998373091826,0.6075565682935539
38,40.52186574774981,56.49852273670482,-0.4542066018979207,0.6331679379698841,61.82056433284984,84.40521537082364,-0.3304597366360156,0.45842648613476605,24.77074179852184,37.50081294319169,-1.4251810588174094,0.7693855499682283,0.5210131950036567,0.7343892614301057,-0.5978170808680543,0.4461708249906389,20.361761227537603,27.251426896370823,-0.006613536576706824,0.4168435787654963,23.835704093226614,32.40762596859876,0.6460742311551544,0.6017613666079865
39,40.904585858324,56.95914538354888,-0.47801940076238036,0.6402123567285368,62.53830234583686,85.65539300109,-0.37120472706039265,0.46177599669233804,24.847488872941803,38.1889739435572,-1.5151530910039432,0.7645064062916664,0.5264240926556727,0.7428092854502385,-0.6346313740379343,0.4492411428164757,20.499887590299636,27.537272462544376,-0.02784460841795733,0.4182467938480015,23.855775143293336,32.44487581425813,0.6452193858258162,0.6067091807539611
40,41.276026277559644,57.679354714366674,-0.5155552503730731,0.6426765917490311,62.78784411532739,86.30617788834275,-0.39256057882061524,0.462915040432702,24.983051113959622,38.20803431688327,-1.5187332184895896,0.7684693448558141,0.5236501702079002,0.7398640124394006,-0.6216972687975812,0.448796752640382,20.685644943931525,27.760983199621872,-0.04463061241102051,0.42312816775733353,23.764660489769543,32.263610717296764,0.6491906654320843,0.6054625214098195
41,41.49292291998863,57.96142448114958,-0.5303191803044434,0.6443641204772451,63.176042877618,86.95712686525528,-0.41381977309487317,0.46656408351547324,25.09711119809922,38.27977948341353,-1.5291653596427963,0.7759072766032037,0.5256271227212513,0.7457937358838482,-0.6477524712706582,0.4485273563294725,20.66902701557384,27.700168440916883,-0.04006262982308062,0.42413941729916954,23.805708480117953,32.34137446566081,0.6475058422037641,0.5903823919393723
42,41.80955017771791,58.46653070735442,-0.5570111914650795,0.6481286919034408,63.55701478857153,87.55635906121005,-0.43347935709988383,0.46833624871338,24.62893632498208,37.25836530985969,-1.3964401338107928,0.7708068078385747,0.524441560796955,0.7472017487914691,-0.65398005592019,0.44878465577834825,20.821040903196614,27.876653008409132,-0.053344861622435236,0.42584957273747065,23.654663225177455,32.144965832705054,0.6517853521456285,0.59255246727793
43,41.76180367525886,58.640571053238546,-0.5661920985865392,0.647786360199788,63.541047130023735,87.57103038999036,-0.43405751163896467,0.46920971181651544,24.62154353068243,37.38236646300949,-1.4128536757430483,0.7736121307215604,0.5257019012899083,0.7506961985276454,-0.6694455962022896,0.45025831495467594,20.849508695048446,27.8973809452847,-0.05489892049699607,0.426341300328964,23.644592468671938,32.209468881802835,0.650397645174781,0.6005542560443187
44,42.29316223321241,59.28184857303471,-0.6005408809481292,0.6504776060367952,64.58850760199041,89.32441974795837,-0.49227054057230224,0.4738424703339192,24.461879663060692,37.11395553065146,-1.379906883028943,0.7761654551880839,0.5256854114655186,0.7504057651313746,-0.6680721194101944,0.45000778760604576,20.868280210859634,27.821083718765152,-0.04913384296759382,0.4266219055769156,23.53520435239287,32.15261348111512,0.6516407866642273,0.5961594833255011
45,42.42099282053639,59.843824470102014,-0.6309468623375345,0.6498446020251718,64.35007414742077,89.02320535579736,-0.4824597741105212,0.4727131845072925,24.57123851879204,37.35436613888213,-1.412464591763964,0.7762859948807151,0.528821138155811,0.758711259772289,-0.7051559298918129,0.45097718248401,20.941043421647127,27.901202130652102,-0.055189780551750944,0.4269133697806028,23.400474743334687,32.23145346120969,0.6499468871303816,0.5968855645539037
46,41.871827508758095,59.29898611999231,-0.6013067820287286,0.643636119843725,64.99130567918104,90.26042602063345,-0.5240900398723918,0.4751353685264853,24.432178110694185,37.08693001668286,-1.3795482399037464,0.7746366396033553,0.5303953715834547,0.7618993552501333,-0.7194739043636127,0.4525871033440824,20.906681837649906,27.80414356819618,-0.047856488755386506,0.42493465512473777,23.505154307365416,32.287516807123815,0.6487383878822051,0.6064542922380063
47,42.190813825326806,60.05962931035942,-0.6425954216326457,0.6437824214040403,64.9939807802649,90.37729270830194,-0.5281862840529283,0.4755786604810225,24.01129929829345,36.36026957693994,-1.2885485118053785,0.7698584379416381,0.5288277102235486,0.7606962128075356,-0.714005546091268,0.4510432722414404,20.91766354560151,27.70462015785788,-0.04035117405087685,0.42446653212074226,23.554842741703286,32.37878354746151,0.646749767188364,0.6107653583698059
48,41.939947358299705,59.66078541901094,-0.6210915642182435,0.6384686181480429,65.1541175574555,90.63142340785389,-0.537213540859028,0.47449123076521077,23.78580746338648,36.23647260593,-1.2732246268031093,0.7602702731314439,0.5351028178088805,0.7677000310716706,-0.7463988691378518,0.4543632494633607,20.923459196062648,27.72076677729397,-0.0419758621947357,0.42434322844309147,23.435029790264718,32.29462679489521,0.6485523727792242,0.6035262469316645
49,42.06493068990988,59.75348825842088,-0.626388538539608,0.6399550947248698,65.25504412063431,90.54107649458933,-0.5346008853688908,0.47385527480541995,23.879548060017473,35.78836590221912,-1.2176085032253194,0.767893951086996,0.5344686019972843,0.7651103370018655,-0.7353183950912427,0.4535873108476949,20.780083959965143,27.4397675790629,-0.021335869385366024,0.42269115601021934,23.501872939684812,32.24481268651189,0.64959810894091,0.6031169648288742
50,42.208883580709205,59.71045268668301,-0.6243103944785271,0.6412708730508991,65.42347838887046,90.59099716379313,-0.5367789653971327,0.4749060616229295,23.62689653681131,35.17087408699974,-1.141999019529584,0.757892357854899,0.5278040582664749,0.7510033621486618,-0.6725749818576163,0.44942235090279364,20.777402950251805,27.47544853713704,-0.024338033120087532,0.42123172585984386,23.52766086772698,32.326018724624866,0.6477877873095748,0.6074292774283838
51,42.20913969729227,59.63302994909539,-0.6203409048346376,0.6403237493643568,65.26453307300456,90.08385192969622,-0.5200507693924938,0.47233480846987097,23.723562566378536,35.25420328651148,-1.1523536656045041,0.7596984049207232,0.5298806081653079,0.7507996374081285,-0.672261050853511,0.45050628018671285,20.81253666238224,27.483359354569185,-0.02522042923179524,0.4204264042852525,23.55200829315536,32.34804250592245,0.6472639641086259,0.6021266976516457
52,42.32531740334104,59.655457240707086,-0.6217842892779839,0.6418336574715635,65.3952568501164,90.00617061191296,-0.5178421360061489,0.4731046990092108,23.311142165669622,34.436515358904316,-1.0538039209973311,0.7574397793335436,0.5328714860666762,0.7509726700114607,-0.6735762286744917,0.4525755304134813,20.66708269741956,27.335157907520866,-0.014463074651036578,0.4176056054550455,23.397288135021924,32.27299201196143,0.6488578475652963,0.5882408875733166
53,42.43259299592411,59.38395464490547,-0.6072726186318287,0.6423671133472268,65.09747360672671,89.03191027237605,-0.4855453454292986,0.47214846112338743,23.23587949345042,33.838588923450324,-0.9832054243790078,0.7623389454266906,0.532387590178672,0.7444280964252095,-0.6450688291229365,0.4518040586859109,20.623621314721948,27.316285638727116,-0.013288674547330404,0.41619108918640146,23.405586301210175,32.240655491073646,0.649525733869271,0.5981230524137483
54,41.98981443906531,58.621159215250934,-0.5664522073844789,0.639813350275013,65.00977973208708,88.62706918773377,-0.47243317807358554,0.4713811759257002,23.014599036174662,33.20609852673238,-0.909860074152222,0.7631613110176465,0.5345268048720763,0.7438700292672265,-0.6431381139635997,0.45300369752183783,20.521760292249567,27.122539258046128,0.0008229928751581905,0.4147067178660015,23.139367399279685,31.88959969213531,0.6570855523797222,0.5927438249041573
55,41.964739380254464,58.3234802778529,-0.5505032379604105,0.6400873551452996,64.35302570878758,87.45804417129312,-0.4338212540257822,0.46820894889938625,23.598911082337885,33.850025220722436,-0.984760521418,0.7724676964655618,0.5336818282034467,0.7354624790615227,-0.6061362174178557,0.4510442245755177,20.462857978414085,26.985053068522888,0.011118956150095283,0.41429782679377575,23.21980421066065,32.05488209763964,0.6535386602481627,0.5879829695090775
56,42.02890969899823,58.36547246928209,-0.5526462815476696,0.640779137597552,64.70525839267057,87.76056285178129,-0.4437256464059318,0.46882632596527335,23.898046522687462,34.114171647229405,-1.0158477248831432,0.7764917550416566,0.5327414943032405,0.7313898912650336,-0.588329671063998,0.4494027602827912,20.50541303239149,27.03563296105016,0.0075829448693957024,0.4141959183531801,22.9311635412828,31.770675449483782,0.6596624024679092,0.5879727359679866
57,42.46594641930917,58.620700494805895,-0.5661596667223898,0.6449225096944909,64.39426527455274,87.11755508350032,-0.4225925281489651,0.466701435116166,23.909016166869332,34.316625342927274,-1.0397957608093096,0.771131292152328,0.5386333829637836,0.7383275159102989,-0.618485146738625,0.45159182261636893,20.362590439908644,26.78660867917714,0.025923445206067375,0.4129442129642551,23.056058042359265,31.820854733082665,0.6585651490033864,0.5909139404683229
58,42.52613983775588,58.62511655463227,-0.5662965055002036,0.6450199315749844,64.48732939680885,87.14443154942687,-0.423376621807835,0.466846149195958,24.74045293808509,35.39595677475423,-1.1699918160581886,0.779236314135299,0.5389426049257026,0.7353674081219004,-0.6054968624253667,0.4504766646708,20.390198512946856,26.811257675753296,0.02414527269907829,0.4129735971413445,23.08742437750452,32.004670811784806,0.654530459627797,0.5929272241285455
59,42.548406312532286,58.604790323908915,-0.5651386348355385,0.6456674080244699,64.11555555511923,86.46849339103208,-0.401273494989419,0.4649269062092529,24.89467382851769,35.73583725015992,-1.2117286724355343,0.7796859764819554,0.5406603438363355,0.7382386478240041,-0.6180586531464838,0.4501503085213476,20.29845049654035,26.61968879742689,0.03792431538647767,0.4119517339875613,23.40724548757164,32.28682042128926,0.6482792317310084,0.5988458185132666
60,42.761336311354356,58.72173607624888,-0.571306187011609,0.6448916238651842,64.36531263340221,86.62556854823404,-0.4063508943910299,0.466392304016427,25.501705796950002,36.80493215240168,-1.3459495308188232,0.7830386546753394,0.5405394992653061,0.7397521996648653,-0.6248310739043983,0.4493786439765091,20.286154534087462,26.53739884433242,0.04374521437544521,0.41182684662644287,23.50304033662817,32.514286498035766,0.6431833472097459,0.5934352729925285
61,42.88723340970628,59.0208023889285,-0.5873021889968282,0.642496299890372,65.07852844569263,87.59947827061818,-0.4380843245162114,0.46899021234469523,25.721040281551726,37.429764313443286,-1.4261963564330085,0.7824708908068237,0.5476733790320508,0.7483516497743321,-0.6628883894738804,0.45286467148913123,20.25493485217936,26.508399339353108,0.04569933205658416,0.41032504775839135,23.674759311483186,32.66888746857159,0.6396563892822085,0.60149558841624
62,43.3391622970113,59.49149185327801,-0.6126714037888907,0.6431558403072745,64.4274361577595,86.72432257334708,-0.4093483586249611,0.46551173647224847,25.249572327126476,36.740231984401944,-1.3375356828810498,0.7737557907599687,0.553512295396889,0.7544972055415883,-0.6901996884077934,0.455290810969093,20.244401300935184,26.5730615065783,0.040990895816123474,0.4094203777054698,23.786248331229476,32.8960951432374,0.6344969451154965,0.6110644453775724
63,43.2696455159608,59.257132240482846,-0.599952669223047,0.6437332353679205,64.39683056420438,86.41543236409262,-0.3991749365395343,0.46649086781112137,25.863160310457733,37.552401482134435,-1.4419402500807772,0.7814595966805961,0.5468624683907803,0.7416151861685648,-0.6329766499997032,0.4527676516301078,20.136381925807278,26.367608551705136,0.05575113098323958,0.40738229366870543,23.622488737739186,32.692812533315845,0.6389082728686861,0.6099687603630038
64,43.05055946265249,58.935206230437906,-0.5825906900745526,0.6421566423840744,64.47735813850515,86.35924218844012,-0.3972086470637932,0.4666562795998088,25.313494786353672,36.884768290782134,-1.355816622461516,0.772669158376383,0.5453801711142502,0.742673469733158,-0.6375314717432523,0.4512602103125651,20.040351260676104,26.25834180411113,0.06362414151866091,0.40523018406389777,23.628798810292693,32.75332661271636,0.6375278644146349,0.6040291722549364
65,42.70113135399012,58.57073828414356,-0.5630384927116592,0.6372871954039583,64.88701026933333,87.0253261140649,-0.41870047766995766,0.4683294628456607,25.402412715799667,36.63994051202606,-1.3245537120365451,0.7785512708998539,0.5485336401900824,0.744608360092558,-0.6459280317839675,0.45311045718289117,20.140060373741036,26.418889727734847,0.05216498762997912,0.40592761351707046,23.770324507308356,32.985414020653444,0.6323698214462714,0.6211762118152842
